"","Tempo","ID_maquina","volt","rotacao","pressao","vibracao","tipo_erro","falha","modelo","idade_maquina","comp_subst"
"1",2016-01-05 03:00:00,"19",NA,396.652102823622,96.1949545722773,42.5600475397063,NA,NA,"model3",17,NA
"2",2016-01-05 03:00:00,"20",176.358196814373,452.471577613073,108.978304684892,41.0364324873143,NA,NA,"model2",16,NA
"3",2016-01-05 04:00:00,"10",NA,429.315951178875,105.168975239935,43.8502143360845,NA,NA,"model3",10,NA
"4",2016-01-05 04:00:00,"11",NA,453.663928936436,94.2057223749531,40.7601604812152,NA,NA,"model2",6,NA
"5",2016-01-05 04:00:00,"12",NA,594.031411926515,108.560636623981,40.0312592286907,NA,NA,"model3",9,NA
"6",2016-01-05 04:00:00,"13",NA,527.673998759614,88.2621005850251,NA,NA,NA,"model1",15,NA
"7",2016-01-05 04:00:00,"14",157.050073234544,484.100190010871,82.9165023786605,42.0201740346348,NA,NA,"model3",1,NA
"8",2016-01-05 04:00:00,"15",NA,402.138531028288,105.973899180775,40.2847969866865,NA,NA,"model3",14,NA
"9",2016-01-05 04:00:00,"16",194.960851835496,422.928776198431,83.4554401662345,40.0963799648755,NA,NA,"model1",3,NA
"10",2016-01-05 04:00:00,"17",161.960095337938,471.922732552968,90.2735948986436,42.7540039576293,NA,NA,"model1",14,NA
"11",2016-01-05 04:00:00,"18",NA,496.928481241781,115.176780277095,43.0051327869574,NA,NA,"model3",15,NA
"12",2016-01-05 04:00:00,"19",NA,362.218597895114,96.6639053787786,36.6948063513196,NA,NA,"model3",17,NA
"13",2016-01-05 04:00:00,"20",NA,384.014718447789,98.6067210428741,34.7749847818077,NA,NA,"model2",16,NA
"14",2016-01-05 05:00:00,"10",170.689433319901,492.881977263845,111.319207978207,39.8951028017688,NA,NA,"model3",10,NA
"15",2016-01-05 05:00:00,"11",NA,453.609968142709,101.002565974586,38.4622825817304,NA,NA,"model2",6,NA
"16",2016-01-05 05:00:00,"12",NA,364.370800676176,90.5409431027403,47.4217626351936,NA,NA,"model3",9,NA
"17",2016-01-05 05:00:00,"13",154.167489766913,424.722062401469,109.225798186571,49.6636319449796,NA,NA,"model1",15,NA
"18",2016-01-05 05:00:00,"14",180.522146718016,508.842642453816,94.8236233334343,44.6839122306928,NA,NA,"model3",1,NA
"19",2016-01-05 05:00:00,"15",194.728415262988,419.435682749342,115.69045680725,43.3785074925867,NA,NA,"model3",14,NA
"20",2016-01-05 05:00:00,"16",NA,489.003877043206,105.465958779729,36.1589018075876,NA,NA,"model1",3,NA
"21",2016-01-05 05:00:00,"17",177.072871653606,407.085232741382,87.9674069384465,48.4598949842431,NA,NA,"model1",14,NA
"22",2016-01-05 05:00:00,"18",184.523356278766,377.833055910905,97.6149450886794,27.8735060492604,NA,NA,"model3",15,NA
"23",2016-01-05 05:00:00,"19",NA,513.924297976834,92.1361292750274,37.2563665902559,NA,NA,"model3",17,NA
"24",2016-01-05 05:00:00,"20",177.054211385648,530.236534317936,107.997142482811,40.961441085571,NA,NA,"model2",16,NA
"25",2016-01-05 06:00:00,"10",NA,431.691536431801,116.937822799633,NA,NA,NA,"model3",10,NA
"26",2016-01-05 06:00:00,"11",188.576335115423,480.527401142019,102.325381172816,38.5288036062268,NA,NA,"model2",6,NA
"27",2016-01-05 06:00:00,"12",NA,464.835560614496,108.594539541188,34.1718550315559,NA,NA,"model3",9,NA
"28",2016-01-05 06:00:00,"13",172.86561175409,452.407711563522,89.9783714660283,37.8388051221116,NA,NA,"model1",15,NA
"29",2016-01-05 06:00:00,"14",176.630210763896,424.967493842306,98.7434244403302,26.933891061682,NA,NA,"model3",1,NA
"30",2016-01-05 06:00:00,"15",188.204181205306,414.766666807268,101.749999697787,34.9239694821336,NA,NA,"model3",14,NA
"31",2016-01-05 06:00:00,"16",149.005131425827,382.472045031703,100.905573182428,34.6906867396887,NA,NA,"model1",3,NA
"32",2016-01-05 06:00:00,"17",NA,447.544673961099,115.089420924412,31.4707935644033,NA,NA,"model1",14,NA
"33",2016-01-05 06:00:00,"18",NA,493.81530347011,90.1114146753924,35.4748803794731,NA,NA,"model3",15,NA
"34",2016-01-05 06:00:00,"19",NA,469.571109942206,91.1797432095816,34.3165506109565,NA,NA,"model3",17,NA
"35",2016-01-05 06:00:00,"20",169.098553541034,383.71799522255,103.565455000575,32.3126549369979,NA,NA,"model2",16,NA
"36",2016-01-05 07:00:00,"10",182.142426350457,418.95234293307,97.8778063330694,32.6867512031253,NA,NA,"model3",10,NA
"37",2016-01-05 07:00:00,"11",181.456699449272,480.84697170772,106.99588596496,39.3417738230085,NA,NA,"model2",6,NA
"38",2016-01-05 07:00:00,"12",NA,407.702630265712,103.692205403931,36.5872180235994,NA,NA,"model3",9,NA
"39",2016-01-05 07:00:00,"13",NA,431.432910001874,100.793141246559,39.8961174697572,NA,NA,"model1",15,NA
"40",2016-01-05 07:00:00,"14",186.113318404591,553.594043577979,94.0988656067584,39.1558458950618,NA,NA,"model3",1,NA
"41",2016-01-05 07:00:00,"15",181.342534282746,447.896013873793,107.70125635287,39.0379793300203,NA,NA,"model3",14,NA
"42",2016-01-05 07:00:00,"16",NA,451.304226808156,117.532925706511,40.6291772995302,NA,NA,"model1",3,NA
"43",2016-01-05 07:00:00,"17",173.435689694562,385.650997241479,113.872958565162,35.0083222195206,NA,NA,"model1",14,NA
"44",2016-01-05 07:00:00,"18",149.018688210781,561.389253193366,97.8871033940228,39.198628750452,NA,NA,"model3",15,NA
"45",2016-01-05 07:00:00,"19",NA,493.63531201523,113.765278423471,35.3735928479837,NA,NA,"model3",17,NA
"46",2016-01-05 07:00:00,"20",NA,442.541784457073,116.618634381266,47.418791899755,NA,NA,"model2",16,NA
"47",2016-01-05 08:00:00,"10",164.997268352543,431.343271562002,106.285267543828,32.3507993884812,NA,NA,"model3",10,NA
"48",2016-01-05 08:00:00,"11",NA,374.667943851388,87.0081472179153,40.9467248619596,NA,NA,"model2",6,NA
"49",2016-01-05 08:00:00,"12",192.385134687591,318.264709674727,96.6903112496868,45.2212169067523,NA,NA,"model3",9,NA
"50",2016-01-05 08:00:00,"13",186.44302967426,451.868536467592,101.650450249676,40.738424161425,NA,NA,"model1",15,NA
"51",2016-01-05 08:00:00,"14",198.673527253918,435.730448217617,81.8475309936225,41.1131147728341,NA,NA,"model3",1,NA
"52",2016-01-05 08:00:00,"15",NA,411.973089172796,105.54454268595,38.9499533047995,NA,NA,"model3",14,NA
"53",2016-01-05 08:00:00,"16",157.647977027026,420.822873103711,98.5853320070275,36.9176850402016,NA,NA,"model1",3,NA
"54",2016-01-05 08:00:00,"17",NA,497.47698177239,110.758080343933,41.4222407406366,NA,NA,"model1",14,NA
"55",2016-01-05 08:00:00,"18",181.849101685679,397.105034657339,89.2150806561616,40.3065323518647,NA,NA,"model3",15,NA
"56",2016-01-05 08:00:00,"19",NA,482.605424667156,94.6479246186406,41.5800221565605,NA,NA,"model3",17,NA
"57",2016-01-05 08:00:00,"20",NA,466.977514651439,98.3450127524706,NA,NA,NA,"model2",16,NA
"58",2016-01-05 09:00:00,"10",184.752173560173,436.776993509464,86.7375293150139,39.0764456067933,NA,NA,"model3",10,NA
"59",2016-01-05 09:00:00,"11",155.706530338891,494.452286293818,116.901098329982,42.9580838654183,NA,NA,"model2",6,NA
"60",2016-01-05 09:00:00,"12",NA,346.59004791829,104.115812451929,36.7920796679009,NA,NA,"model3",9,NA
"61",2016-01-05 09:00:00,"13",194.818250932945,423.734900271218,90.498301881184,37.9883167581791,NA,NA,"model1",15,NA
"62",2016-01-05 09:00:00,"14",NA,432.271892036908,110.381076554759,35.6058769200488,NA,NA,"model3",1,NA
"63",2016-01-05 09:00:00,"15",157.2954250748,436.55316416699,97.8349525824242,45.7514932086175,NA,NA,"model3",14,NA
"64",2016-01-05 09:00:00,"16",NA,494.385835219104,100.205090207256,37.9152259176995,NA,NA,"model1",3,NA
"65",2016-01-05 09:00:00,"17",NA,503.85602865917,103.799095173106,38.5639305541927,NA,NA,"model1",14,NA
"66",2016-01-05 09:00:00,"18",NA,525.131843133181,110.910151345203,44.5580293396862,NA,NA,"model3",15,NA
"67",2016-01-05 09:00:00,"19",186.25511567797,421.511563708757,106.502019610209,45.610566198599,NA,NA,"model3",17,NA
"68",2016-01-05 09:00:00,"20",156.756517158134,412.581601920586,110.2540595332,40.900033864515,NA,NA,"model2",16,NA
"69",2016-01-05 10:00:00,"10",NA,395.093955730032,93.8883386578722,NA,NA,NA,"model3",10,NA
"70",2016-01-05 10:00:00,"11",NA,366.766820252575,100.678091461413,46.3096541494121,NA,NA,"model2",6,NA
"71",2016-01-05 10:00:00,"12",176.843912222727,359.66267874768,104.390470821506,47.5147171071985,NA,NA,"model3",9,NA
"72",2016-01-05 10:00:00,"13",NA,439.653957543984,94.43322388823,44.2697706095674,NA,NA,"model1",15,NA
"73",2016-01-05 10:00:00,"14",179.555110740623,460.987186205362,101.266869246693,42.0309868333453,NA,NA,"model3",1,NA
